"teste1";"Demanda";"Area";"Volume";"EficienciaGlobal"
"476";"Agudo";"400";"1000";"10000";"98.6430580837333"
"477";"Agudo";"400";"1000";"20000";"99.5862981962601"
"478";"Agudo";"400";"1000";"30000";"99.5862981962601"
"479";"Agudo";"400";"1000";"40000";"99.5862981962601"
"480";"Agudo";"400";"1000";"50000";"99.5862981962601"
"481";"Agudo";"500";"50";"500";"28.8598378288929"
"482";"Agudo";"500";"50";"1000";"33.3609134535827"
"483";"Agudo";"500";"50";"2000";"37.3655469137845"
"484";"Agudo";"500";"50";"3000";"39.1858348502399"
"485";"Agudo";"500";"50";"4000";"40.1456230349164"
"486";"Agudo";"500";"50";"5000";"40.5758729108059"
"487";"Agudo";"500";"50";"6000";"40.7579017044514"
"488";"Agudo";"500";"50";"7000";"40.8902862816482"
"489";"Agudo";"500";"50";"8000";"40.9233824259474"
"490";"Agudo";"500";"50";"9000";"40.9233824259474"
"491";"Agudo";"500";"50";"10000";"40.9233824259474"
"492";"Agudo";"500";"50";"20000";"40.9233824259474"
"493";"Agudo";"500";"50";"30000";"40.9233824259474"
"494";"Agudo";"500";"50";"40000";"40.9233824259474"
"495";"Agudo";"500";"50";"50000";"40.9233824259474"
"496";"Agudo";"500";"100";"500";"31.3255005791825"
"497";"Agudo";"500";"100";"1000";"38.7224888300513"
"498";"Agudo";"500";"100";"2000";"48.1714380274698"
"499";"Agudo";"500";"100";"3000";"53.6819460532848"
"500";"Agudo";"500";"100";"4000";"57.2728777097468"
"501";"Agudo";"500";"100";"5000";"59.9205692536819"
"502";"Agudo";"500";"100";"6000";"61.8401456230349"
"503";"Agudo";"500";"100";"7000";"63.3791163329472"
"504";"Agudo";"500";"100";"8000";"64.5374813834188"
"505";"Agudo";"500";"100";"9000";"65.4807214959457"
"506";"Agudo";"500";"100";"10000";"66.2750289591263"
"507";"Agudo";"500";"100";"20000";"69.7666721826907"
"508";"Agudo";"500";"100";"30000";"70.5278835015721"
"509";"Agudo";"500";"100";"40000";"70.5278835015721"
"510";"Agudo";"500";"100";"50000";"70.5278835015721"
"511";"Agudo";"500";"150";"500";"32.3183849081582"
"512";"Agudo";"500";"150";"1000";"40.6420651994043"
"513";"Agudo";"500";"150";"2000";"52.2091676319709"
"514";"Agudo";"500";"150";"3000";"59.755088532186"
"515";"Agudo";"500";"150";"4000";"65.1497600529538"
"516";"Agudo";"500";"150";"5000";"69.1212973688565"
"517";"Agudo";"500";"150";"6000";"72.1661426443819"
"518";"Agudo";"500";"150";"7000";"74.5987092503723"
"519";"Agudo";"500";"150";"8000";"76.6672182690717"
"520";"Agudo";"500";"150";"9000";"78.1399966903856"
"521";"Agudo";"500";"150";"10000";"79.4969386066523"
"522";"Agudo";"500";"150";"20000";"86.7615422803243"
"523";"Agudo";"500";"150";"30000";"90.1042528545424"
"524";"Agudo";"500";"150";"40000";"92.3713387390369"
"525";"Agudo";"500";"150";"50000";"93.5462518616581"
"526";"Agudo";"500";"200";"500";"32.7651828561973"
"527";"Agudo";"500";"200";"1000";"41.9328148270726"
"528";"Agudo";"500";"200";"2000";"54.6417342379613"
"529";"Agudo";"500";"200";"3000";"62.8330299520106"
"530";"Agudo";"500";"200";"4000";"68.9558166473606"
"531";"Agudo";"500";"200";"5000";"73.6389210656959"
"532";"Agudo";"500";"200";"6000";"77.2464007943075"
"533";"Agudo";"500";"200";"7000";"80.1588614926361"
"534";"Agudo";"500";"200";"8000";"82.5252358100281"
"535";"Agudo";"500";"200";"9000";"84.4779083236803"
"536";"Agudo";"500";"200";"10000";"86.1658116829389"
"537";"Agudo";"500";"200";"20000";"95.1514148601688"
"538";"Agudo";"500";"200";"30000";"98.0473274863478"
"539";"Agudo";"500";"200";"40000";"98.7423465166308"
"540";"Agudo";"500";"200";"50000";"99.0402118153235"
"541";"Agudo";"500";"300";"500";"33.0961442991891"
"542";"Agudo";"500";"300";"1000";"42.8429587953003"
"543";"Agudo";"500";"300";"2000";"56.9915604832037"
"544";"Agudo";"500";"300";"3000";"66.1757405262287"
"545";"Agudo";"500";"300";"4000";"72.6791328810194"
"546";"Agudo";"500";"300";"5000";"77.7262948866457"
"547";"Agudo";"500";"300";"6000";"81.7309283468476"
"548";"Agudo";"500";"300";"7000";"85.0074466324673"
"549";"Agudo";"500";"300";"8000";"87.6220420321033"
"550";"Agudo";"500";"300";"9000";"89.6574549065034"
"551";"Agudo";"500";"300";"10000";"91.4611947708092"
"552";"Agudo";"500";"300";"20000";"98.2790004964422"
"553";"Agudo";"500";"300";"30000";"99.3380771140162"
"554";"Agudo";"500";"300";"40000";"99.3380771140162"
"555";"Agudo";"500";"300";"50000";"99.3380771140162"
"556";"Agudo";"500";"400";"500";"33.3443653814331"
"557";"Agudo";"500";"400";"1000";"43.4221413205362"
"558";"Agudo";"500";"400";"2000";"58.2492139665729"
"559";"Agudo";"500";"400";"3000";"67.8139996690386"
"560";"Agudo";"500";"400";"4000";"74.7641899718683"
"561";"Agudo";"500";"400";"5000";"79.960284626841"
"562";"Agudo";"500";"400";"6000";"84.08075459209"
"563";"Agudo";"500";"400";"7000";"87.224888300513"
"564";"Agudo";"500";"400";"8000";"89.6574549065034"
"565";"Agudo";"500";"400";"9000";"91.7590600695019"
"566";"Agudo";"500";"400";"10000";"93.3973192123118"
"567";"Agudo";"500";"400";"20000";"98.9243753102764"
"568";"Agudo";"500";"400";"30000";"99.4208174747642"
"569";"Agudo";"500";"400";"40000";"99.4208174747642"
"570";"Agudo";"500";"400";"50000";"99.4208174747642"
"571";"Agudo";"500";"500";"500";"33.4767499586298"
"572";"Agudo";"500";"500";"1000";"43.6703624027801"
"573";"Agudo";"500";"500";"2000";"58.8614926361079"
"574";"Agudo";"500";"500";"3000";"68.6579513486679"
"575";"Agudo";"500";"500";"4000";"75.8232665894423"
"576";"Agudo";"500";"500";"5000";"81.1682938937614"
"577";"Agudo";"500";"500";"6000";"85.222571570412"
"578";"Agudo";"500";"500";"7000";"88.3005129902366"
"579";"Agudo";"500";"500";"8000";"90.7165315240775"
"580";"Agudo";"500";"500";"9000";"92.7850405427768"
"581";"Agudo";"500";"500";"10000";"94.3736554691378"
"582";"Agudo";"500";"500";"20000";"99.304980969717"
"583";"Agudo";"500";"500";"30000";"99.5035578355122"
"584";"Agudo";"500";"500";"40000";"99.5035578355122"
"585";"Agudo";"500";"500";"50000";"99.5035578355122"
"586";"Agudo";"500";"1000";"500";"33.6918748965745"
"587";"Agudo";"500";"1000";"1000";"44.2329968558663"
"588";"Agudo";"500";"1000";"2000";"60.1687903359259"
"589";"Agudo";"500";"1000";"3000";"70.6602680787688"
"590";"Agudo";"500";"1000";"4000";"78.2558331954327"
"591";"Agudo";"500";"1000";"5000";"83.5677643554526"
"592";"Agudo";"500";"1000";"6000";"87.6054939599537"
"593";"Agudo";"500";"1000";"7000";"90.6006950190303"
"594";"Agudo";"500";"1000";"8000";"92.9174251199735"
"595";"Agudo";"500";"1000";"9000";"94.7708092007281"
"596";"Agudo";"500";"1000";"10000";"96.2104914777428"
"597";"Agudo";"500";"1000";"20000";"99.5862981962601"
"598";"Agudo";"500";"1000";"30000";"99.5862981962601"
"599";"Agudo";"500";"1000";"40000";"99.5862981962601"
"600";"Agudo";"500";"1000";"50000";"99.5862981962601"
"601";"Agudo";"600";"50";"500";"27.7676650670197"
"602";"Agudo";"600";"50";"1000";"30.9945391361906"
"603";"Agudo";"600";"50";"2000";"33.8077114016217"
"604";"Agudo";"600";"50";"3000";"34.8667880191958"
"605";"Agudo";"600";"50";"4000";"35.5287109051795"
"606";"Agudo";"600";"50";"5000";"35.7438358431243"
"607";"Agudo";"600";"50";"6000";"35.8596723481714"
"608";"Agudo";"600";"50";"7000";"35.9258646367698"
"609";"Agudo";"600";"50";"8000";"35.9258646367698"
"610";"Agudo";"600";"50";"9000";"35.9258646367698"
"611";"Agudo";"600";"50";"10000";"35.9258646367698"
"612";"Agudo";"600";"50";"20000";"35.9258646367698"
"613";"Agudo";"600";"50";"30000";"35.9258646367698"
"614";"Agudo";"600";"50";"40000";"35.9258646367698"
"615";"Agudo";"600";"50";"50000";"35.9258646367698"
"616";"Agudo";"600";"100";"500";"30.5973854046004"
"617";"Agudo";"600";"100";"1000";"37.0345854707926"
"618";"Agudo";"600";"100";"2000";"44.7459870925037"
"619";"Agudo";"600";"100";"3000";"48.0059573059739"
"620";"Agudo";"600";"100";"4000";"51.2493794472944"
"621";"Agudo";"600";"100";"5000";"53.4337249710409"
"622";"Agudo";"600";"100";"6000";"54.7079265265597"
"623";"Agudo";"600";"100";"7000";"55.8662915770313"
"624";"Agudo";"600";"100";"8000";"56.7929836174086"
"625";"Agudo";"600";"100";"9000";"57.5707430084395"
"626";"Agudo";"600";"100";"10000";"58.2326658944233"
"627";"Agudo";"600";"100";"20000";"60.4170114181698"
"628";"Agudo";"600";"100";"30000";"60.4832037067682"
"629";"Agudo";"600";"100";"40000";"60.4832037067682"
"630";"Agudo";"600";"100";"50000";"60.4832037067682"
"631";"Agudo";"600";"150";"500";"31.83849081582"
"632";"Agudo";"600";"150";"1000";"39.6491808704286"
"633";"Agudo";"600";"150";"2000";"49.8593413867284"
"634";"Agudo";"600";"150";"3000";"54.3769650835678"
"635";"Agudo";"600";"150";"4000";"59.6227039549892"
"636";"Agudo";"600";"150";"5000";"63.0647029621049"
"637";"Agudo";"600";"150";"6000";"65.348336918749"
"638";"Agudo";"600";"150";"7000";"67.631970875393"
"639";"Agudo";"600";"150";"8000";"69.5019030282972"
"640";"Agudo";"600";"150";"9000";"70.776104583816"
"641";"Agudo";"600";"150";"10000";"72.0503061393348"
"642";"Agudo";"600";"150";"20000";"78.570246566275"
"643";"Agudo";"600";"150";"30000";"81.2013900380606"
"644";"Agudo";"600";"150";"40000";"83.1044183352639"
"645";"Agudo";"600";"150";"50000";"84.0145623034916"
"646";"Agudo";"600";"200";"500";"32.4176733410558"
"647";"Agudo";"600";"200";"1000";"40.8737382094986"
"648";"Agudo";"600";"200";"2000";"52.5401290749628"
"649";"Agudo";"600";"200";"3000";"57.3225219261956"
"650";"Agudo";"600";"200";"4000";"63.7266258480887"
"651";"Agudo";"600";"200";"5000";"68.3104418335264"
"652";"Agudo";"600";"200";"6000";"70.8753930167135"
"653";"Agudo";"600";"200";"7000";"73.8044017871918"
"654";"Agudo";"600";"200";"8000";"76.1707761045838"
"655";"Agudo";"600";"200";"9000";"77.8917756081417"
"656";"Agudo";"600";"200";"10000";"79.5631308952507"
"657";"Agudo";"600";"200";"20000";"88.6480225053781"
"658";"Agudo";"600";"200";"30000";"92.2720503061393"
"659";"Agudo";"600";"200";"40000";"94.5556842627834"
"660";"Agudo";"600";"200";"50000";"95.714049313255"
"661";"Agudo";"600";"300";"500";"32.980307794142"
"662";"Agudo";"600";"300";"1000";"42.2803243422141"
"663";"Agudo";"600";"300";"2000";"55.3533013403938"
"664";"Agudo";"600";"300";"3000";"60.7314247890121"
"665";"Agudo";"600";"300";"4000";"67.8636438854873"
"666";"Agudo";"600";"300";"5000";"72.9273539632633"
"667";"Agudo";"600";"300";"6000";"75.9887473109383"
"668";"Agudo";"600";"300";"7000";"79.6127751116995"
"669";"Agudo";"600";"300";"8000";"82.5252358100281"
"670";"Agudo";"600";"300";"9000";"84.4448121793811"
"671";"Agudo";"600";"300";"10000";"86.4305808373324"
"672";"Agudo";"600";"300";"20000";"96.1773953334437"
"673";"Agudo";"600";"300";"30000";"98.5603177229853"
"674";"Agudo";"600";"300";"40000";"99.2387886811186"
"675";"Agudo";"600";"300";"50000";"99.2884328975674"
"676";"Agudo";"600";"400";"500";"33.1457885156379"
"677";"Agudo";"600";"400";"1000";"42.8429587953003"
"678";"Agudo";"600";"400";"2000";"56.8426278338573"
"679";"Agudo";"600";"400";"3000";"62.4524242925699"
"680";"Agudo";"600";"400";"4000";"70.163825914281"
"681";"Agudo";"600";"400";"5000";"75.4923051464504"
"682";"Agudo";"600";"400";"6000";"78.4709581333775"
"683";"Agudo";"600";"400";"7000";"82.243918583485"
"684";"Agudo";"600";"400";"8000";"85.2060234982625"
"685";"Agudo";"600";"400";"9000";"87.0759556511666"
"686";"Agudo";"600";"400";"10000";"89.1279165977164"
"687";"Agudo";"600";"400";"20000";"97.6005295383088"
"688";"Agudo";"600";"400";"30000";"99.1560483203707"
"689";"Agudo";"600";"400";"40000";"99.3546251861658"
"690";"Agudo";"600";"400";"50000";"99.3546251861658"
"691";"Agudo";"600";"500";"500";"33.3443653814331"
"692";"Agudo";"600";"500";"1000";"43.389045176237"
"693";"Agudo";"600";"500";"2000";"57.8851563792818"
"694";"Agudo";"600";"500";"3000";"63.5445970544432"
"695";"Agudo";"600";"500";"4000";"71.5704120469965"
"696";"Agudo";"600";"500";"5000";"77.1802085057091"
"697";"Agudo";"600";"500";"6000";"80.1423134204865"
"698";"Agudo";"600";"500";"7000";"84.0311103756412"
"699";"Agudo";"600";"500";"8000";"86.9601191461195"
"700";"Agudo";"600";"500";"9000";"88.6811186496773"
"701";"Agudo";"600";"500";"10000";"90.6834353797783"
"702";"Agudo";"600";"500";"20000";"98.3120966407414"
"703";"Agudo";"600";"500";"30000";"99.4208174747642"
"704";"Agudo";"600";"500";"40000";"99.4373655469138"
"705";"Agudo";"600";"500";"50000";"99.4373655469138"
"706";"Agudo";"600";"1000";"500";"33.6587787522754"
"707";"Agudo";"600";"1000";"1000";"44.0840642065199"
"708";"Agudo";"600";"1000";"2000";"59.7219923878868"
"709";"Agudo";"600";"1000";"3000";"65.6131060731425"
"710";"Agudo";"600";"1000";"4000";"74.2015555187821"
"711";"Agudo";"600";"1000";"5000";"80.2912460698329"
"712";"Agudo";"600";"1000";"6000";"83.0382260466656"
"713";"Agudo";"600";"1000";"7000";"87.0097633625683"
"714";"Agudo";"600";"1000";"8000";"89.8725798444481"
"715";"Agudo";"600";"1000";"9000";"91.3784544100612"
"716";"Agudo";"600";"1000";"10000";"93.4138672844614"
"717";"Agudo";"600";"1000";"20000";"99.4042694026146"
"718";"Agudo";"600";"1000";"30000";"99.5862981962601"
"719";"Agudo";"600";"1000";"40000";"99.5862981962601"
"720";"Agudo";"600";"1000";"50000";"99.5862981962601"
"721";"Agudo";"700";"50";"500";"26.5762038722489"
"722";"Agudo";"700";"50";"1000";"29.2900877047824"
"723";"Agudo";"700";"50";"2000";"30.9945391361906"
"724";"Agudo";"700";"50";"3000";"32.1032599702135"
"725";"Agudo";"700";"50";"4000";"32.4011252689062"
"726";"Agudo";"700";"50";"5000";"32.5666059904021"
"727";"Agudo";"700";"50";"6000";"32.6493463511501"
"728";"Agudo";"700";"50";"7000";"32.6658944232997"
"729";"Agudo";"700";"50";"8000";"32.6658944232997"
"730";"Agudo";"700";"50";"9000";"32.6658944232997"
"731";"Agudo";"700";"50";"10000";"32.6658944232997"
"732";"Agudo";"700";"50";"20000";"32.6658944232997"
"733";"Agudo";"700";"50";"30000";"32.6658944232997"
"734";"Agudo";"700";"50";"40000";"32.6658944232997"
"735";"Agudo";"700";"50";"50000";"32.6658944232997"
"736";"Agudo";"700";"100";"500";"30.001654807215"
"737";"Agudo";"700";"100";"1000";"35.3632301836836"
"738";"Agudo";"700";"100";"2000";"40.3772960450108"
"739";"Agudo";"700";"100";"3000";"44.7128909482045"
"740";"Agudo";"700";"100";"4000";"46.6655634618567"
"741";"Agudo";"700";"100";"5000";"48.4693033261625"
"742";"Agudo";"700";"100";"6000";"49.5449280158861"
"743";"Agudo";"700";"100";"7000";"50.3888796955155"
"744";"Agudo";"700";"100";"8000";"51.183187158696"
"745";"Agudo";"700";"100";"9000";"51.6299851067351"
"746";"Agudo";"700";"100";"10000";"52.1760714876717"
"747";"Agudo";"700";"100";"20000";"53.5330134039384"
"748";"Agudo";"700";"100";"30000";"53.5330134039384"
"749";"Agudo";"700";"100";"40000";"53.5330134039384"
"750";"Agudo";"700";"100";"50000";"53.5330134039384"
"751";"Agudo";"700";"150";"500";"31.5075293728281"
"752";"Agudo";"700";"150";"1000";"38.5735561807049"
"753";"Agudo";"700";"150";"2000";"44.5474102267086"
"754";"Agudo";"700";"150";"3000";"51.5141486016879"
"755";"Agudo";"700";"150";"4000";"54.5920900215125"
"756";"Agudo";"700";"150";"5000";"57.9513486678802"
"757";"Agudo";"700";"150";"6000";"59.837828892934"
"758";"Agudo";"700";"150";"7000";"61.6250206850902"
"759";"Agudo";"700";"150";"8000";"63.3625682607976"
"760";"Agudo";"700";"150";"9000";"64.5043852391196"
"761";"Agudo";"700";"150";"10000";"65.5965580009929"
"762";"Agudo";"700";"150";"20000";"71.222902531855"
"763";"Agudo";"700";"150";"30000";"73.1755750455072"
"764";"Agudo";"700";"150";"40000";"74.3173920238292"
"765";"Agudo";"700";"150";"50000";"74.7972861161675"
"766";"Agudo";"700";"200";"500";"32.2687406917094"
"767";"Agudo";"700";"200";"1000";"40.1456230349164"
"768";"Agudo";"700";"200";"2000";"46.6986596061559"
"769";"Agudo";"700";"200";"3000";"55.0554360417011"
"770";"Agudo";"700";"200";"4000";"59.0269733576038"
"771";"Agudo";"700";"200";"5000";"63.4453086215456"
"772";"Agudo";"700";"200";"6000";"66.0433559490319"
"773";"Agudo";"700";"200";"7000";"68.1449611120304"
"774";"Agudo";"700";"200";"8000";"70.6271719344696"
"775";"Agudo";"700";"200";"9000";"72.1661426443819"
"776";"Agudo";"700";"200";"10000";"74.0029786529869"
"777";"Agudo";"700";"200";"20000";"82.0453417176899"
"778";"Agudo";"700";"200";"30000";"85.6031772298527"
"779";"Agudo";"700";"200";"40000";"87.8537150421976"
"780";"Agudo";"700";"200";"50000";"89.591262617905"
"781";"Agudo";"700";"300";"500";"32.8644712890948"
"782";"Agudo";"700";"300";"1000";"41.9162667549231"
"783";"Agudo";"700";"300";"2000";"49.2967069336422"
"784";"Agudo";"700";"300";"3000";"59.0766175740526"
"785";"Agudo";"700";"300";"4000";"63.2136356114513"
"786";"Agudo";"700";"300";"5000";"68.7406917094159"
"787";"Agudo";"700";"300";"6000";"71.7027966241933"
"788";"Agudo";"700";"300";"7000";"74.4994208174748"
"789";"Agudo";"700";"300";"8000";"77.6270064537481"
"790";"Agudo";"700";"300";"9000";"79.6789674002979"
"791";"Agudo";"700";"300";"10000";"81.8136687075956"
"792";"Agudo";"700";"300";"20000";"92.3878868111865"
"793";"Agudo";"700";"300";"30000";"96.6903855700811"
"794";"Agudo";"700";"300";"40000";"98.3617408571901"
"795";"Agudo";"700";"300";"50000";"98.8912791659772"
"796";"Agudo";"700";"400";"500";"33.0961442991891"
"797";"Agudo";"700";"400";"1000";"42.6774780738044"
"798";"Agudo";"700";"400";"2000";"50.5378123448618"
"799";"Agudo";"700";"400";"3000";"61.2940592420983"
"800";"Agudo";"700";"400";"4000";"65.7289425781896"
"801";"Agudo";"700";"400";"5000";"71.6366043355949"
"802";"Agudo";"700";"400";"6000";"74.5987092503723"
"803";"Agudo";"700";"400";"7000";"77.345689227205"
"804";"Agudo";"700";"400";"8000";"80.8207843786199"
"805";"Agudo";"700";"400";"9000";"82.9554856859176"
"806";"Agudo";"700";"400";"10000";"85.3549561476088"
"807";"Agudo";"700";"400";"20000";"95.6809531689558"
"808";"Agudo";"700";"400";"30000";"98.4610292900877"
"809";"Agudo";"700";"400";"40000";"99.2387886811186"
"810";"Agudo";"700";"400";"50000";"99.3215290418666"
"811";"Agudo";"700";"500";"500";"33.2450769485355"
"812";"Agudo";"700";"500";"1000";"43.0580837332451"
"813";"Agudo";"700";"500";"2000";"51.1666390865464"
"814";"Agudo";"700";"500";"3000";"62.4193281482707"
"815";"Agudo";"700";"500";"4000";"67.0362402780076"
"816";"Agudo";"700";"500";"5000";"73.225219261956"
"817";"Agudo";"700";"500";"6000";"76.3528048982294"
"818";"Agudo";"700";"500";"7000";"79.1163329472117"
"819";"Agudo";"700";"500";"8000";"82.6907165315241"
"820";"Agudo";"700";"500";"9000";"84.7095813337746"
"821";"Agudo";"700";"500";"10000";"87.1586960119146"
"822";"Agudo";"700";"500";"20000";"96.8227701472778"
"823";"Agudo";"700";"500";"30000";"98.8912791659772"
"824";"Agudo";"700";"500";"40000";"99.387721330465"
"825";"Agudo";"700";"500";"50000";"99.387721330465"
"826";"Agudo";"700";"1000";"500";"33.6091345358266"
"827";"Agudo";"700";"1000";"1000";"43.8854873407248"
"828";"Agudo";"700";"1000";"2000";"52.6394175078603"
"829";"Agudo";"700";"1000";"3000";"65.0008274036075"
"830";"Agudo";"700";"1000";"4000";"69.8328644712891"
"831";"Agudo";"700";"1000";"5000";"76.7665067019692"
"832";"Agudo";"700";"1000";"6000";"79.960284626841"
"833";"Agudo";"700";"1000";"7000";"82.6741684593745"
"834";"Agudo";"700";"1000";"8000";"86.3809366208837"
"835";"Agudo";"700";"1000";"9000";"88.283964918087"
"836";"Agudo";"700";"1000";"10000";"90.6172430911799"
"837";"Agudo";"700";"1000";"20000";"98.7919907330796"
"838";"Agudo";"700";"1000";"30000";"99.5862981962601"
"839";"Agudo";"700";"1000";"40000";"99.5862981962601"
"840";"Agudo";"700";"1000";"50000";"99.5862981962601"
"841";"Agudo";"800";"50";"500";"25.5998676154228"
"842";"Agudo";"800";"50";"1000";"27.7180208505709"
"843";"Agudo";"800";"50";"2000";"28.9922224060897"
"844";"Agudo";"800";"50";"3000";"29.5383087870263"
"845";"Agudo";"800";"50";"4000";"29.8858183021678"
"846";"Agudo";"800";"50";"5000";"30.0678470958133"
"847";"Agudo";"800";"50";"6000";"30.0843951679629"
"848";"Agudo";"800";"50";"7000";"30.0843951679629"
"849";"Agudo";"800";"50";"8000";"30.0843951679629"
"850";"Agudo";"800";"50";"9000";"30.0843951679629"
"851";"Agudo";"800";"50";"10000";"30.0843951679629"
"852";"Agudo";"800";"50";"20000";"30.0843951679629"
"853";"Agudo";"800";"50";"30000";"30.0843951679629"
"854";"Agudo";"800";"50";"40000";"30.0843951679629"
"855";"Agudo";"800";"50";"50000";"30.0843951679629"
"856";"Agudo";"800";"100";"500";"29.3397319212312"
"857";"Agudo";"800";"100";"1000";"34.1717689889128"
"858";"Agudo";"800";"100";"2000";"38.3087870263114"
"859";"Agudo";"800";"100";"3000";"40.857190137349"
"860";"Agudo";"800";"100";"4000";"42.5947377130564"
"861";"Agudo";"800";"100";"5000";"44.2660930001655"
"862";"Agudo";"800";"100";"6000";"45.1762369683932"
"863";"Agudo";"800";"100";"7000";"45.9209002151249"
"864";"Agudo";"800";"100";"8000";"46.5000827403607"
"865";"Agudo";"800";"100";"9000";"46.979976832699"
"866";"Agudo";"800";"100";"10000";"47.3109382756909"
"867";"Agudo";"800";"100";"20000";"48.1052457388714"
"868";"Agudo";"800";"100";"30000";"48.1052457388714"
"869";"Agudo";"800";"100";"40000";"48.1052457388714"
"870";"Agudo";"800";"100";"50000";"48.1052457388714"
"871";"Agudo";"800";"150";"500";"31.0110872083402"
"872";"Agudo";"800";"150";"1000";"37.3820949859341"
"873";"Agudo";"800";"150";"2000";"43.0580837332451"
"874";"Agudo";"800";"150";"3000";"47.2778421313917"
"875";"Agudo";"800";"150";"4000";"50.3723316233659"
"876";"Agudo";"800";"150";"5000";"53.715042197584"
"877";"Agudo";"800";"150";"6000";"55.4856859175906"
"878";"Agudo";"800";"150";"7000";"57.0412046996525"
"879";"Agudo";"800";"150";"8000";"58.3154062551713"
"880";"Agudo";"800";"150";"9000";"59.5730597385405"
"881";"Agudo";"800";"150";"10000";"60.450107562469"
"882";"Agudo";"800";"150";"20000";"65.3317888465994"
"883";"Agudo";"800";"150";"30000";"66.5563461856694"
"884";"Agudo";"800";"150";"40000";"66.8707595565117"
"885";"Agudo";"800";"150";"50000";"66.8707595565117"
"886";"Agudo";"800";"200";"500";"31.8219427436704"
"887";"Agudo";"800";"200";"1000";"39.1196425616416"
"888";"Agudo";"800";"200";"2000";"45.5237464835347"
"889";"Agudo";"800";"200";"3000";"50.4550719841139"
"890";"Agudo";"800";"200";"4000";"54.3769650835678"
"891";"Agudo";"800";"200";"5000";"59.1924540790998"
"892";"Agudo";"800";"200";"6000";"61.509184180043"
"893";"Agudo";"800";"200";"7000";"63.5611451265928"
"894";"Agudo";"800";"200";"8000";"65.348336918749"
"895";"Agudo";"800";"200";"9000";"67.3341055767003"
"896";"Agudo";"800";"200";"10000";"68.6083071322191"
"897";"Agudo";"800";"200";"20000";"76.0714876716862"
"898";"Agudo";"800";"200";"30000";"79.3976501737548"
"899";"Agudo";"800";"200";"40000";"81.2013900380606"
"900";"Agudo";"800";"200";"50000";"82.7238126758233"
"901";"Agudo";"800";"300";"500";"32.6989905675989"
"902";"Agudo";"800";"300";"1000";"41.2543438689393"
"903";"Agudo";"800";"300";"2000";"48.3369187489657"
"904";"Agudo";"800";"300";"3000";"53.9632632798279"
"905";"Agudo";"800";"300";"4000";"58.5967234817144"
"906";"Agudo";"800";"300";"5000";"64.8353466821115"
"907";"Agudo";"800";"300";"6000";"67.7478073804402"
"908";"Agudo";"800";"300";"7000";"70.4616912129737"
"909";"Agudo";"800";"300";"8000";"72.8611616746649"
"910";"Agudo";"800";"300";"9000";"75.6577858679464"
"911";"Agudo";"800";"300";"10000";"77.3953334436538"
"912";"Agudo";"800";"300";"20000";"88.2177726294887"
"913";"Agudo";"800";"300";"30000";"93.2152904186662"
"914";"Agudo";"800";"300";"40000";"95.6644050968062"
"915";"Agudo";"800";"300";"50000";"97.3026642396161"
"916";"Agudo";"800";"400";"500";"32.980307794142"
"917";"Agudo";"800";"400";"1000";"42.1975839814662"
"918";"Agudo";"800";"400";"2000";"49.5614760880357"
"919";"Agudo";"800";"400";"3000";"55.6842627833857"
"920";"Agudo";"800";"400";"4000";"60.7314247890121"
"921";"Agudo";"800";"400";"5000";"67.4499420817475"
"922";"Agudo";"800";"400";"6000";"70.61062386232"
"923";"Agudo";"800";"400";"7000";"73.3245076948536"
"924";"Agudo";"800";"400";"8000";"75.9887473109383"
"925";"Agudo";"800";"400";"9000";"79.1990733079596"
"926";"Agudo";"800";"400";"10000";"81.184841965911"
"927";"Agudo";"800";"400";"20000";"92.818136687076"
"928";"Agudo";"800";"400";"30000";"97.0378950852226"
"929";"Agudo";"800";"400";"40000";"98.5603177229853"
"930";"Agudo";"800";"400";"50000";"99.1891444646699"
"931";"Agudo";"800";"500";"500";"33.1292404434883"
"932";"Agudo";"800";"500";"1000";"42.7105742181036"
"933";"Agudo";"800";"500";"2000";"50.6040046334602"
"934";"Agudo";"800";"500";"3000";"56.9088201224557"
"935";"Agudo";"800";"500";"4000";"62.1876551381764"
"936";"Agudo";"800";"500";"5000";"69.3860665232501"
"937";"Agudo";"800";"500";"6000";"72.530200231673"
"938";"Agudo";"800";"500";"7000";"75.3764686414033"
"939";"Agudo";"800";"500";"8000";"78.0572563296376"
"940";"Agudo";"800";"500";"9000";"81.4165149760053"
"941";"Agudo";"800";"500";"10000";"83.3360913453583"
"942";"Agudo";"800";"500";"20000";"94.7377130564289"
"943";"Agudo";"800";"500";"30000";"98.0142313420486"
"944";"Agudo";"800";"500";"40000";"99.0898560317723"
"945";"Agudo";"800";"500";"50000";"99.3380771140162"
"946";"Agudo";"800";"1000";"500";"33.592586463677"
"947";"Agudo";"800";"1000";"1000";"43.7696508356776"
"948";"Agudo";"800";"1000";"2000";"52.2919079927188"
"949";"Agudo";"800";"1000";"3000";"59.3910309448949"
"950";"Agudo";"800";"1000";"4000";"64.9346351150091"
"951";"Agudo";"800";"1000";"5000";"72.9439020354129"
"952";"Agudo";"800";"1000";"6000";"76.3362568260798"
"953";"Agudo";"800";"1000";"7000";"79.4307463180539"
"954";"Agudo";"800";"1000";"8000";"82.1280820784379"
"955";"Agudo";"800";"1000";"9000";"85.8844944563958"
"956";"Agudo";"800";"1000";"10000";"87.6220420321033"
