"nº";"Cidade""Demanda";"Area";"Volume";"EficienciaGlobal"
"492";"Aceguá";"500";"50";"20000";"37.1103229419451"
"493";"Aceguá";"500";"50";"30000";"37.1103229419451"
"494";"Aceguá";"500";"50";"40000";"37.1103229419451"
"495";"Aceguá";"500";"50";"50000";"37.1103229419451"
"496";"Aceguá";"500";"100";"500";"29.3261153630764"
"497";"Aceguá";"500";"100";"1000";"35.8036214299048"
"498";"Aceguá";"500";"100";"2000";"44.222512600336"
"499";"Aceguá";"500";"100";"3000";"49.5239873063282"
"500";"Aceguá";"500";"100";"4000";"52.7720739219713"
"501";"Aceguá";"500";"100";"5000";"55.0121336568975"
"502";"Aceguá";"500";"100";"6000";"56.6735112936345"
"503";"Aceguá";"500";"100";"7000";"57.9988799701325"
"504";"Aceguá";"500";"100";"8000";"59.0629083442225"
"505";"Aceguá";"500";"100";"9000";"59.8469292514467"
"506";"Aceguá";"500";"100";"10000";"60.5749486652977"
"507";"Aceguá";"500";"100";"20000";"63.1136830315475"
"508";"Aceguá";"500";"100";"30000";"63.543027814075"
"509";"Aceguá";"500";"100";"40000";"63.543027814075"
"510";"Aceguá";"500";"100";"50000";"63.543027814075"
"511";"Aceguá";"500";"150";"500";"30.2594735859623"
"512";"Aceguá";"500";"150";"1000";"38.0810154937465"
"513";"Aceguá";"500";"150";"2000";"48.870636550308"
"514";"Aceguá";"500";"150";"3000";"56.3375023333956"
"515";"Aceguá";"500";"150";"4000";"61.8069815195072"
"516";"Aceguá";"500";"150";"5000";"65.7270860556281"
"517";"Aceguá";"500";"150";"6000";"68.5831622176591"
"518";"Aceguá";"500";"150";"7000";"70.7112189658391"
"519";"Aceguá";"500";"150";"8000";"72.5406010826955"
"520";"Aceguá";"500";"150";"9000";"74.1459772260594"
"521";"Aceguá";"500";"150";"10000";"75.5833488893037"
"522";"Aceguá";"500";"150";"20000";"83.2742206458839"
"523";"Aceguá";"500";"150";"30000";"85.8876236699645"
"524";"Aceguá";"500";"150";"40000";"86.9516520440545"
"525";"Aceguá";"500";"150";"50000";"87.978346089229"
"526";"Aceguá";"500";"200";"500";"30.9688258353556"
"527";"Aceguá";"500";"200";"1000";"39.2757140190405"
"528";"Aceguá";"500";"200";"2000";"51.5773753966772"
"529";"Aceguá";"500";"200";"3000";"60.1269367183125"
"530";"Aceguá";"500";"200";"4000";"66.3431024827329"
"531";"Aceguá";"500";"200";"5000";"71.1405637483666"
"532";"Aceguá";"500";"200";"6000";"74.7433264887064"
"533";"Aceguá";"500";"200";"7000";"77.6180698151951"
"534";"Aceguá";"500";"200";"8000";"79.8954638790368"
"535";"Aceguá";"500";"200";"9000";"81.6688445025201"
"536";"Aceguá";"500";"200";"10000";"83.199551988053"
"537";"Aceguá";"500";"200";"20000";"91.4877730072802"
"538";"Aceguá";"500";"200";"30000";"94.6798581295501"
"539";"Aceguá";"500";"200";"40000";"96.9572521933918"
"540";"Aceguá";"500";"200";"50000";"98.1332835542281"
"541";"Aceguá";"500";"300";"500";"31.5288407690872"
"542";"Aceguá";"500";"300";"1000";"40.5450812021654"
"543";"Aceguá";"500";"300";"2000";"54.4147843942505"
"544";"Aceguá";"500";"300";"3000";"64.2523800634684"
"545";"Aceguá";"500";"300";"4000";"71.6259100242673"
"546";"Aceguá";"500";"300";"5000";"77.1887250326675"
"547";"Aceguá";"500";"300";"6000";"81.3328355422811"
"548";"Aceguá";"500";"300";"7000";"84.6182564868397"
"549";"Aceguá";"500";"300";"8000";"87.1569908530894"
"550";"Aceguá";"500";"300";"9000";"89.1170431211499"
"551";"Aceguá";"500";"300";"10000";"90.573081948852"
"552";"Aceguá";"500";"300";"20000";"97.610602949412"
"553";"Aceguá";"500";"300";"30000";"99.4959865596416"
"554";"Aceguá";"500";"300";"40000";"100"
"555";"Aceguá";"500";"300";"50000";"100"
"556";"Aceguá";"500";"400";"500";"31.8275154004107"
"557";"Aceguá";"500";"400";"1000";"41.3851036027627"
"558";"Aceguá";"500";"400";"2000";"55.9641590442412"
"559";"Aceguá";"500";"400";"3000";"66.4924397983946"
"560";"Aceguá";"500";"400";"4000";"74.1646443905171"
"561";"Aceguá";"500";"400";"5000";"80.1381370169871"
"562";"Aceguá";"500";"400";"6000";"84.4689191711779"
"563";"Aceguá";"500";"400";"7000";"87.7543401157364"
"564";"Aceguá";"500";"400";"8000";"90.237072988613"
"565";"Aceguá";"500";"400";"9000";"92.2904610789621"
"566";"Aceguá";"500";"400";"10000";"93.7838342355796"
"567";"Aceguá";"500";"400";"20000";"99.2533134216912"
"568";"Aceguá";"500";"400";"30000";"100"
"569";"Aceguá";"500";"400";"40000";"100"
"570";"Aceguá";"500";"400";"50000";"100"
"571";"Aceguá";"500";"500";"500";"31.9581855516147"
"572";"Aceguá";"500";"500";"1000";"41.7211125630017"
"573";"Aceguá";"500";"500";"2000";"56.7855142803808"
"574";"Aceguá";"500";"500";"3000";"67.7058054881464"
"575";"Aceguá";"500";"500";"4000";"75.6393503826769"
"576";"Aceguá";"500";"500";"5000";"81.5755086802315"
"577";"Aceguá";"500";"500";"6000";"85.9996266567108"
"578";"Aceguá";"500";"500";"7000";"89.378383423558"
"579";"Aceguá";"500";"500";"8000";"91.9171177898077"
"580";"Aceguá";"500";"500";"9000";"93.8958372223259"
"581";"Aceguá";"500";"500";"10000";"95.2585402277394"
"582";"Aceguá";"500";"500";"20000";"99.7013253686765"
"583";"Aceguá";"500";"500";"30000";"100"
"584";"Aceguá";"500";"500";"40000";"100"
"585";"Aceguá";"500";"500";"50000";"100"
"586";"Aceguá";"500";"1000";"500";"32.5182004853463"
"587";"Aceguá";"500";"1000";"1000";"42.7104722792608"
"588";"Aceguá";"500";"1000";"2000";"58.764233712899"
"589";"Aceguá";"500";"1000";"3000";"70.0765353742766"
"590";"Aceguá";"500";"1000";"4000";"78.2154190778421"
"591";"Aceguá";"500";"1000";"5000";"84.3195818555161"
"592";"Aceguá";"500";"1000";"6000";"88.7997013253687"
"593";"Aceguá";"500";"1000";"7000";"92.029120776554"
"594";"Aceguá";"500";"1000";"8000";"94.3998506626843"
"595";"Aceguá";"500";"1000";"9000";"96.0238939705059"
"596";"Aceguá";"500";"1000";"10000";"97.1999253313422"
"597";"Aceguá";"500";"1000";"20000";"100"
"598";"Aceguá";"500";"1000";"30000";"100"
"599";"Aceguá";"500";"1000";"40000";"100"
"600";"Aceguá";"500";"1000";"50000";"100"
"601";"Aceguá";"600";"50";"500";"25.9100242673138"
"602";"Aceguá";"600";"50";"1000";"28.8034347582602"
"603";"Aceguá";"600";"50";"2000";"31.0248273287288"
"604";"Aceguá";"600";"50";"3000";"31.8461825648684"
"605";"Aceguá";"600";"50";"4000";"32.4621989919731"
"606";"Aceguá";"600";"50";"5000";"32.7422064588389"
"607";"Aceguá";"600";"50";"6000";"32.8915437745007"
"608";"Aceguá";"600";"50";"7000";"32.9848795967892"
"609";"Aceguá";"600";"50";"8000";"33.003546761247"
"610";"Aceguá";"600";"50";"9000";"33.0222139257047"
"611";"Aceguá";"600";"50";"10000";"33.0408810901624"
"612";"Aceguá";"600";"50";"20000";"33.0968825835356"
"613";"Aceguá";"600";"50";"30000";"33.0968825835356"
"614";"Aceguá";"600";"50";"40000";"33.0968825835356"
"615";"Aceguá";"600";"50";"50000";"33.0968825835356"
"616";"Aceguá";"600";"100";"500";"28.9714392383797"
"617";"Aceguá";"600";"100";"1000";"34.459585588949"
"618";"Aceguá";"600";"100";"2000";"41.2731006160164"
"619";"Aceguá";"600";"100";"3000";"44.1291767780474"
"620";"Aceguá";"600";"100";"4000";"47.0412544334516"
"621";"Aceguá";"600";"100";"5000";"48.8333022213926"
"622";"Aceguá";"600";"100";"6000";"50.0466679111443"
"623";"Aceguá";"600";"100";"7000";"51.1666977786074"
"624";"Aceguá";"600";"100";"8000";"51.9880530147471"
"625";"Aceguá";"600";"100";"9000";"52.5480679484786"
"626";"Aceguá";"600";"100";"10000";"52.9587455665484"
"627";"Aceguá";"600";"100";"20000";"54.5454545454545"
"628";"Aceguá";"600";"100";"30000";"54.7507933544895"
"629";"Aceguá";"600";"100";"40000";"54.7507933544895"
"630";"Aceguá";"600";"100";"50000";"54.7507933544895"
"631";"Aceguá";"600";"150";"500";"29.9421317901811"
"632";"Aceguá";"600";"150";"1000";"37.0169871196565"
"633";"Aceguá";"600";"150";"2000";"46.2945678551428"
"634";"Aceguá";"600";"150";"3000";"50.5693485159604"
"635";"Aceguá";"600";"150";"4000";"55.6841515773754"
"636";"Aceguá";"600";"150";"5000";"59.2682471532574"
"637";"Aceguá";"600";"150";"6000";"61.3776367369797"
"638";"Aceguá";"600";"150";"7000";"63.3750233339556"
"639";"Aceguá";"600";"150";"8000";"65.073735299608"
"640";"Aceguá";"600";"150";"9000";"66.3244353182751"
"641";"Aceguá";"600";"150";"10000";"67.4257980212806"
"642";"Aceguá";"600";"150";"20000";"73.7913011013627"
"643";"Aceguá";"600";"150";"30000";"75.5833488893037"
"644";"Aceguá";"600";"150";"40000";"76.292701138697"
"645";"Aceguá";"600";"150";"50000";"76.890050401344"
"646";"Aceguá";"600";"200";"500";"30.5954825462012"
"647";"Aceguá";"600";"200";"1000";"38.4543587829009"
"648";"Aceguá";"600";"200";"2000";"49.3559828262087"
"649";"Aceguá";"600";"200";"3000";"54.3587829008774"
"650";"Aceguá";"600";"200";"4000";"60.7242859809595"
"651";"Aceguá";"600";"200";"5000";"65.4284114243046"
"652";"Aceguá";"600";"200";"6000";"68.0231472839276"
"653";"Aceguá";"600";"200";"7000";"70.8792234459586"
"654";"Aceguá";"600";"200";"8000";"73.1006160164271"
"655";"Aceguá";"600";"200";"9000";"74.6313235019601"
"656";"Aceguá";"600";"200";"10000";"76.292701138697"
"657";"Aceguá";"600";"200";"20000";"84.9729326115363"
"658";"Aceguá";"600";"200";"30000";"88.7623669964532"
"659";"Aceguá";"600";"200";"40000";"90.8717565801755"
"660";"Aceguá";"600";"200";"50000";"92.0104536120963"
"661";"Aceguá";"600";"300";"500";"31.2675004666791"
"662";"Aceguá";"600";"300";"1000";"39.8730632816875"
"663";"Aceguá";"600";"300";"2000";"52.6600709352249"
"664";"Aceguá";"600";"300";"3000";"58.3162217659138"
"665";"Aceguá";"600";"300";"4000";"66.0070935224939"
"666";"Aceguá";"600";"300";"5000";"71.4952398730633"
"667";"Aceguá";"600";"300";"6000";"74.6499906664178"
"668";"Aceguá";"600";"300";"7000";"78.3460892290461"
"669";"Aceguá";"600";"300";"8000";"81.3141683778234"
"670";"Aceguá";"600";"300";"9000";"83.2742206458839"
"671";"Aceguá";"600";"300";"10000";"85.1036027627403"
"672";"Aceguá";"600";"300";"20000";"94.1385103602763"
"673";"Aceguá";"600";"300";"30000";"97.4425984692925"
"674";"Aceguá";"600";"300";"40000";"98.93597162591"
"675";"Aceguá";"600";"300";"50000";"99.6079895463879"
"676";"Aceguá";"600";"400";"500";"31.6035094269181"
"677";"Aceguá";"600";"400";"1000";"40.7317528467426"
"678";"Aceguá";"600";"400";"2000";"54.4894530520814"
"679";"Aceguá";"600";"400";"3000";"60.4629456785514"
"680";"Aceguá";"600";"400";"4000";"68.8445025200672"
"681";"Aceguá";"600";"400";"5000";"74.967332462199"
"682";"Aceguá";"600";"400";"6000";"78.3274220645884"
"683";"Aceguá";"600";"400";"7000";"82.2848609296248"
"684";"Aceguá";"600";"400";"8000";"85.3462759006907"
"685";"Aceguá";"600";"400";"9000";"87.1943251820048"
"686";"Aceguá";"600";"400";"10000";"89.1357102856076"
"687";"Aceguá";"600";"400";"20000";"97.274593989173"
"688";"Aceguá";"600";"400";"30000";"99.271980586149"
"689";"Aceguá";"600";"400";"40000";"100"
"690";"Aceguá";"600";"400";"50000";"100"
"691";"Aceguá";"600";"500";"500";"31.8275154004107"
"692";"Aceguá";"600";"500";"1000";"41.2544334515587"
"693";"Aceguá";"600";"500";"2000";"55.5161470972559"
"694";"Aceguá";"600";"500";"3000";"61.7323128616763"
"695";"Aceguá";"600";"500";"4000";"70.5618816501773"
"696";"Aceguá";"600";"500";"5000";"77.0393877170058"
"697";"Aceguá";"600";"500";"6000";"80.4928131416838"
"698";"Aceguá";"600";"500";"7000";"84.5435878290088"
"699";"Aceguá";"600";"500";"8000";"87.6236699645324"
"700";"Aceguá";"600";"500";"9000";"89.3970505880157"
"701";"Aceguá";"600";"500";"10000";"91.5251073361956"
"702";"Aceguá";"600";"500";"20000";"98.6372969945865"
"703";"Aceguá";"600";"500";"30000";"99.8879970132537"
"704";"Aceguá";"600";"500";"40000";"100"
"705";"Aceguá";"600";"500";"50000";"100"
"706";"Aceguá";"600";"1000";"500";"32.4061974986"
"707";"Aceguá";"600";"1000";"1000";"42.430464812395"
"708";"Aceguá";"600";"1000";"2000";"58.0548814635057"
"709";"Aceguá";"600";"1000";"3000";"64.4203845435878"
"710";"Aceguá";"600";"1000";"4000";"73.7539667724473"
"711";"Aceguá";"600";"1000";"5000";"80.5861489639724"
"712";"Aceguá";"600";"1000";"6000";"83.7969012507"
"713";"Aceguá";"600";"1000";"7000";"88.0903490759754"
"714";"Aceguá";"600";"1000";"8000";"91.3944371849916"
"715";"Aceguá";"600";"1000";"9000";"92.8691431771514"
"716";"Aceguá";"600";"1000";"10000";"94.8291954452119"
"717";"Aceguá";"600";"1000";"20000";"99.7759940265074"
"718";"Aceguá";"600";"1000";"30000";"100"
"719";"Aceguá";"600";"1000";"40000";"100"
"720";"Aceguá";"600";"1000";"50000";"100"
"721";"Aceguá";"700";"50";"500";"25.0700018667164"
"722";"Aceguá";"700";"50";"1000";"27.0113869703192"
"723";"Aceguá";"700";"50";"2000";"28.4487586335636"
"724";"Aceguá";"700";"50";"3000";"29.3074481986186"
"725";"Aceguá";"700";"50";"4000";"29.6621243233153"
"726";"Aceguá";"700";"50";"5000";"29.8861302968079"
"727";"Aceguá";"700";"50";"6000";"29.9794661190965"
"728";"Aceguá";"700";"50";"7000";"30.0541347769274"
"729";"Aceguá";"700";"50";"8000";"30.0728019413851"
"730";"Aceguá";"700";"50";"9000";"30.0728019413851"
"731";"Aceguá";"700";"50";"10000";"30.1101362703005"
"732";"Aceguá";"700";"50";"20000";"30.1288034347583"
"733";"Aceguá";"700";"50";"30000";"30.1288034347583"
"734";"Aceguá";"700";"50";"40000";"30.1288034347583"
"735";"Aceguá";"700";"50";"50000";"30.1288034347583"
"736";"Aceguá";"700";"100";"500";"28.4300914691058"
"737";"Aceguá";"700";"100";"1000";"33.0782154190778"
"738";"Aceguá";"700";"100";"2000";"36.9796527907411"
"739";"Aceguá";"700";"100";"3000";"40.8250886690312"
"740";"Aceguá";"700";"100";"4000";"42.430464812395"
"741";"Aceguá";"700";"100";"5000";"43.9611722979279"
"742";"Aceguá";"700";"100";"6000";"44.9318648497293"
"743";"Aceguá";"700";"100";"7000";"45.7905544147844"
"744";"Aceguá";"700";"100";"8000";"46.3319021840582"
"745";"Aceguá";"700";"100";"9000";"46.7612469665858"
"746";"Aceguá";"700";"100";"10000";"47.1345902557402"
"747";"Aceguá";"700";"100";"20000";"48.3292887810342"
"748";"Aceguá";"700";"100";"30000";"48.4412917677805"
"749";"Aceguá";"700";"100";"40000";"48.4412917677805"
"750";"Aceguá";"700";"100";"50000";"48.4412917677805"
"751";"Aceguá";"700";"150";"500";"29.4941198431958"
"752";"Aceguá";"700";"150";"1000";"35.6356169497853"
"753";"Aceguá";"700";"150";"2000";"41.0677618069815"
"754";"Aceguá";"700";"150";"3000";"47.3025947358596"
"755";"Aceguá";"700";"150";"4000";"50.4760126936718"
"756";"Aceguá";"700";"150";"5000";"53.7427664737726"
"757";"Aceguá";"700";"150";"6000";"55.4041441105096"
"758";"Aceguá";"700";"150";"7000";"56.9535187605003"
"759";"Aceguá";"700";"150";"8000";"58.5028934104909"
"760";"Aceguá";"700";"150";"9000";"59.5109202912078"
"761";"Aceguá";"700";"150";"10000";"60.5376143363823"
"762";"Aceguá";"700";"150";"20000";"65.540414411051"
"763";"Aceguá";"700";"150";"30000";"66.735112936345"
"764";"Aceguá";"700";"150";"40000";"67.2204592122457"
"765";"Aceguá";"700";"150";"50000";"67.2764607056188"
"766";"Aceguá";"700";"200";"500";"30.2034720925891"
"767";"Aceguá";"700";"200";"1000";"37.5396677244727"
"768";"Aceguá";"700";"200";"2000";"43.6064961732313"
"769";"Aceguá";"700";"200";"3000";"51.5400410677618"
"770";"Aceguá";"700";"200";"4000";"55.310808288221"
"771";"Aceguá";"700";"200";"5000";"59.9215979092776"
"772";"Aceguá";"700";"200";"6000";"62.4229979466119"
"773";"Aceguá";"700";"200";"7000";"64.476386036961"
"774";"Aceguá";"700";"200";"8000";"66.8097815941758"
"775";"Aceguá";"700";"200";"9000";"68.191151764047"
"776";"Aceguá";"700";"200";"10000";"69.5725219339182"
"777";"Aceguá";"700";"200";"20000";"77.8794101176031"
"778";"Aceguá";"700";"200";"30000";"81.9301848049281"
"779";"Aceguá";"700";"200";"40000";"83.3675564681725"
"780";"Aceguá";"700";"200";"50000";"84.1515773753967"
"781";"Aceguá";"700";"300";"500";"31.0434944931865"
"782";"Aceguá";"700";"300";"1000";"39.2010453612096"
"783";"Aceguá";"700";"300";"2000";"46.350569348516"
"784";"Aceguá";"700";"300";"3000";"56.2068321821915"
"785";"Aceguá";"700";"300";"4000";"60.55628150084"
"786";"Aceguá";"700";"300";"5000";"66.3804368116483"
"787";"Aceguá";"700";"300";"6000";"69.3858502893411"
"788";"Aceguá";"700";"300";"7000";"72.2979279447452"
"789";"Aceguá";"700";"300";"8000";"75.4526787380997"
"790";"Aceguá";"700";"300";"9000";"77.5807354862796"
"791";"Aceguá";"700";"300";"10000";"79.7087922344596"
"792";"Aceguá";"700";"300";"20000";"89.2103789434385"
"793";"Aceguá";"700";"300";"30000";"93.7091655777487"
"794";"Aceguá";"700";"300";"40000";"95.7998879970133"
"795";"Aceguá";"700";"300";"50000";"97.4052641403771"
"796";"Aceguá";"700";"400";"500";"31.5101736046295"
"797";"Aceguá";"700";"400";"1000";"40.2277394063842"
"798";"Aceguá";"700";"400";"2000";"47.8439425051335"
"799";"Aceguá";"700";"400";"3000";"58.7455665484413"
"800";"Aceguá";"700";"400";"4000";"63.5803621429905"
"801";"Aceguá";"700";"400";"5000";"70.1885383610229"
"802";"Aceguá";"700";"400";"6000";"73.4926264700392"
"803";"Aceguá";"700";"400";"7000";"76.5727086055628"
"804";"Aceguá";"700";"400";"8000";"80.1381370169871"
"805";"Aceguá";"700";"400";"9000";"82.2661937651671"
"806";"Aceguá";"700";"400";"10000";"84.6369236512974"
"807";"Aceguá";"700";"400";"20000";"94.2691805114803"
"808";"Aceguá";"700";"400";"30000";"97.6666044427851"
"809";"Aceguá";"700";"400";"40000";"99.0293074481986"
"810";"Aceguá";"700";"400";"50000";"99.9066641777114"
"811";"Aceguá";"700";"500";"500";"31.6595109202912"
"812";"Aceguá";"700";"500";"1000";"40.8064215045734"
"813";"Aceguá";"700";"500";"2000";"48.7026320701885"
"814";"Aceguá";"700";"500";"3000";"60.2202725406011"
"815";"Aceguá";"700";"500";"4000";"65.3724099309315"
"816";"Aceguá";"700";"500";"5000";"72.3725966025761"
"817";"Aceguá";"700";"500";"6000";"76.0686951652044"
"818";"Aceguá";"700";"500";"7000";"79.0554414784394"
"819";"Aceguá";"700";"500";"8000";"82.9008773567295"
"820";"Aceguá";"700";"500";"9000";"84.8982639537054"
"821";"Aceguá";"700";"500";"10000";"87.4743326488706"
"822";"Aceguá";"700";"500";"20000";"96.6585775620683"
"823";"Aceguá";"700";"500";"30000";"98.9733059548255"
"824";"Aceguá";"700";"500";"40000";"99.9066641777114"
"825";"Aceguá";"700";"500";"50000";"100"
"826";"Aceguá";"700";"1000";"500";"32.2941945118537"
"827";"Aceguá";"700";"1000";"1000";"42.1317901810715"
"828";"Aceguá";"700";"1000";"2000";"50.8306888183685"
"829";"Aceguá";"700";"1000";"3000";"63.5616949785328"
"830";"Aceguá";"700";"1000";"4000";"68.8631696845249"
"831";"Aceguá";"700";"1000";"5000";"76.7033787567669"
"832";"Aceguá";"700";"1000";"6000";"80.1754713459026"
"833";"Aceguá";"700";"1000";"7000";"83.3115549747993"
"834";"Aceguá";"700";"1000";"8000";"87.6050028000747"
"835";"Aceguá";"700";"1000";"9000";"89.6210565615083"
"836";"Aceguá";"700";"1000";"10000";"92.2531267500467"
"837";"Aceguá";"700";"1000";"20000";"99.2159790927758"
"838";"Aceguá";"700";"1000";"30000";"100"
"839";"Aceguá";"700";"1000";"40000";"100"
"840";"Aceguá";"700";"1000";"50000";"100"
"841";"Aceguá";"800";"50";"500";"24.3793167817808"
"842";"Aceguá";"800";"50";"1000";"25.9100242673138"
"843";"Aceguá";"800";"50";"2000";"26.9927198058615"
"844";"Aceguá";"800";"50";"3000";"27.5714019040508"
"845";"Aceguá";"800";"50";"4000";"27.8700765353743"
"846";"Aceguá";"800";"50";"5000";"28.0567481799515"
"847";"Aceguá";"800";"50";"6000";"28.1314168377823"
"848";"Aceguá";"800";"50";"7000";"28.1687511666978"
"849";"Aceguá";"800";"50";"8000";"28.1874183311555"
"850";"Aceguá";"800";"50";"9000";"28.2060854956132"
"851";"Aceguá";"800";"50";"10000";"28.2060854956132"
"852";"Aceguá";"800";"50";"20000";"28.2060854956132"
"853";"Aceguá";"800";"50";"30000";"28.2060854956132"
"854";"Aceguá";"800";"50";"40000";"28.2060854956132"
"855";"Aceguá";"800";"50";"50000";"28.2060854956132"
"856";"Aceguá";"800";"100";"500";"27.4407317528467"
"857";"Aceguá";"800";"100";"1000";"31.6781780847489"
"858";"Aceguá";"800";"100";"2000";"35.0756020160538"
"859";"Aceguá";"800";"100";"3000";"37.2969945865223"
"860";"Aceguá";"800";"100";"4000";"38.9210378943439"
"861";"Aceguá";"800";"100";"5000";"40.3210752286728"
"862";"Aceguá";"800";"100";"6000";"41.105096135897"
"863";"Aceguá";"800";"100";"7000";"41.6464439051708"
"864";"Aceguá";"800";"100";"8000";"42.1691245099869"
"865";"Aceguá";"800";"100";"9000";"42.4864663057682"
"866";"Aceguá";"800";"100";"10000";"42.7104722792608"
"867";"Aceguá";"800";"100";"20000";"43.6438305021467"
"868";"Aceguá";"800";"100";"30000";"43.7371663244353"
"869";"Aceguá";"800";"100";"40000";"43.7371663244353"
"870";"Aceguá";"800";"100";"50000";"43.7371663244353"
"871";"Aceguá";"800";"150";"500";"29.1021093895837"
"872";"Aceguá";"800";"150";"1000";"34.5529214112376"
"873";"Aceguá";"800";"150";"2000";"39.3503826768714"
"874";"Aceguá";"800";"150";"3000";"43.0838155684152"
"875";"Aceguá";"800";"150";"4000";"46.1638977039388"
"876";"Aceguá";"800";"150";"5000";"49.2813141683778"
"877";"Aceguá";"800";"150";"6000";"50.7746873249953"
"878";"Aceguá";"800";"150";"7000";"52.0627216725779"
"879";"Aceguá";"800";"150";"8000";"53.2760873623297"
"880";"Aceguá";"800";"150";"9000";"54.3961172297928"
"881";"Aceguá";"800";"150";"10000";"55.1428038081015"
"882";"Aceguá";"800";"150";"20000";"59.0815755086802"
"883";"Aceguá";"800";"150";"30000";"59.8655964159044"
"884";"Aceguá";"800";"150";"40000";"60.1642710472279"
"885";"Aceguá";"800";"150";"50000";"60.1642710472279"
"886";"Aceguá";"800";"200";"500";"29.9421317901811"
"887";"Aceguá";"800";"200";"1000";"36.5503080082135"
"888";"Aceguá";"800";"200";"2000";"42.2251260033601"
"889";"Aceguá";"800";"200";"3000";"46.7052454732126"
"890";"Aceguá";"800";"200";"4000";"50.5693485159604"
"891";"Aceguá";"800";"200";"5000";"55.2734739593056"
"892";"Aceguá";"800";"200";"6000";"57.5882023520627"
"893";"Aceguá";"800";"200";"7000";"59.6229232779541"
"894";"Aceguá";"800";"200";"8000";"61.3776367369797"
"895";"Aceguá";"800";"200";"9000";"63.1510173604629"
"896";"Aceguá";"800";"200";"10000";"64.2337128990106"
"897";"Aceguá";"800";"200";"20000";"71.4205712152324"
"898";"Aceguá";"800";"200";"30000";"74.6126563375023"
"899";"Aceguá";"800";"200";"40000";"75.5833488893037"
"900";"Aceguá";"800";"200";"50000";"76.162030987493"
"901";"Aceguá";"800";"300";"500";"30.7821541907784"
"902";"Aceguá";"800";"300";"1000";"38.5850289341049"
"903";"Aceguá";"800";"300";"2000";"45.2678738099683"
"904";"Aceguá";"800";"300";"3000";"50.9426918051148"
"905";"Aceguá";"800";"300";"4000";"55.6094829195445"
"906";"Aceguá";"800";"300";"5000";"61.8069815195072"
"907";"Aceguá";"800";"300";"6000";"65.0177338062348"
"908";"Aceguá";"800";"300";"7000";"67.7804741459772"
"909";"Aceguá";"800";"300";"8000";"70.2072055254807"
"910";"Aceguá";"800";"300";"9000";"73.0259473585962"
"911";"Aceguá";"800";"300";"10000";"74.6499906664178"
"912";"Aceguá";"800";"300";"20000";"84.6369236512974"
"913";"Aceguá";"800";"300";"30000";"89.4530520813888"
"914";"Aceguá";"800";"300";"40000";"92.1971252566735"
"915";"Aceguá";"800";"300";"50000";"93.7278327422065"
"916";"Aceguá";"800";"400";"500";"31.2675004666791"
"917";"Aceguá";"800";"400";"1000";"39.705058801568"
"918";"Aceguá";"800";"400";"2000";"46.9292514467052"
"919";"Aceguá";"800";"400";"3000";"53.1267500466679"
"920";"Aceguá";"800";"400";"4000";"58.3162217659138"
"921";"Aceguá";"800";"400";"5000";"65.540414411051"
"922";"Aceguá";"800";"400";"6000";"68.9565055068135"
"923";"Aceguá";"800";"400";"7000";"71.980586148964"
"924";"Aceguá";"800";"400";"8000";"74.6499906664178"
"925";"Aceguá";"800";"400";"9000";"77.82340862423"
"926";"Aceguá";"800";"400";"10000";"79.9701325368677"
"927";"Aceguá";"800";"400";"20000";"90.703752100056"
"928";"Aceguá";"800";"400";"30000";"95.2398730632817"
"929";"Aceguá";"800";"400";"40000";"97.4425984692925"
"930";"Aceguá";"800";"400";"50000";"98.6559641590442"
"931";"Aceguá";"800";"500";"500";"31.5475079335449"
"932";"Aceguá";"800";"500";"1000";"40.3584095575882"
"933";"Aceguá";"800";"500";"2000";"47.9186111629643"
"934";"Aceguá";"800";"500";"3000";"54.4147843942505"
"935";"Aceguá";"800";"500";"4000";"59.9962665671085"
"936";"Aceguá";"800";"500";"5000";"67.7991413104349"
"937";"Aceguá";"800";"500";"6000";"71.4765727086056"
"938";"Aceguá";"800";"500";"7000";"74.7246593242486"
"939";"Aceguá";"800";"500";"8000";"77.5247339929065"
"940";"Aceguá";"800";"500";"9000";"80.9781594175845"
"941";"Aceguá";"800";"500";"10000";"83.1622176591376"
"942";"Aceguá";"800";"500";"20000";"93.9145043867836"
"943";"Aceguá";"800";"500";"30000";"97.5359342915811"
"944";"Aceguá";"800";"500";"40000";"98.9173044614523"
"945";"Aceguá";"800";"500";"50000";"99.8506626843383"
"946";"Aceguá";"800";"1000";"500";"32.1821915251073"
"947";"Aceguá";"800";"1000";"1000";"41.963785700952"
"948";"Aceguá";"800";"1000";"2000";"50.3640097069255"
"949";"Aceguá";"800";"1000";"3000";"57.4015307074855"
"950";"Aceguá";"800";"1000";"4000";"63.4310248273287"
"951";"Aceguá";"800";"1000";"5000";"72.4285980959492"
"952";"Aceguá";"800";"1000";"6000";"76.2553668097816"
"953";"Aceguá";"800";"1000";"7000";"79.7647937278327"
"954";"Aceguá";"800";"1000";"8000";"82.8635430278141"
"955";"Aceguá";"800";"1000";"9000";"86.7089789061042"
"956";"Aceguá";"800";"1000";"10000";"88.7810341609109"
"957";"Aceguá";"800";"1000";"20000";"98.207952212059"
"958";"Aceguá";"800";"1000";"30000";"99.7199925331342"
"959";"Aceguá";"800";"1000";"40000";"100"
"960";"Aceguá";"800";"1000";"50000";"100"
"961";"Aceguá";"900";"50";"500";"23.707298861303"
"962";"Aceguá";"900";"50";"1000";"24.8273287287661"
